IDENTIFIERS,,PROCESS OUTPUTS,,,,,,,,,,,OPERATIONAL INPUTS,,,,,,,REAGENT INTELLIGENCE,,,,ENGINEERED FEATURES,,,,,,,CATEGORICAL,,,,,METADATA
Date,Shift,Ore Milled (MT),Head Grade (%Cu),COPPER IN HEAD (MT),Concentrate Grade (%Cu),Concentrate Production (MT),COPPER IN CONCENTRATE (MT),Tails Grade (%Cu),TAILINGS (MT),Recovery (%),Insoluble in Concentrate (%),COPPER IN TAILINGS (MT),Feed Rate (MT/h),Grinding kWh,Lime Bags,T Reagent (cc),Pine Oil (cc),Flotation pH,Milling Running Hours,SIPX Dose (g/t),Frother Dose (g/t),Depressant Dose (g/t),Conc. Mass Pull (%),Prev_Recovery (%),Prev_Feed Rate (MT/h),Prev_Head Grade (%Cu),Prev_Flotation pH,Roll7_Recovery (%),Roll7_Head Grade (%Cu),Roll7_Feed Rate (MT/h),Estimated Feed Condition,Feed_Condition_Num,Shift_Num,Month,Day_of_Week,Source
14/08/2025,C,1804.0,1.02,18.407,30.4,54.837,16.648,0.101,1749.305,90.44,6.6,1.759,232.55,724.938,11,1200,11,9.54,8,79.9,26.7,64.4,3.04,89.21,242.52,0.955,9.38,90.005,0.948,229.599,Normal,1,2,8,3,Target R2 synthetic data - leakage-free process relationship
15/08/2025,A,1798.0,0.957,17.216,29.4,52.46,15.439,0.102,1745.789,89.68,7.04,1.777,222.25,743.369,12,1200,11,9.53,8,81.1,28.2,64.3,2.92,90.44,232.55,1.02,9.54,90.087,0.953,229.475,Hard,0,0,8,4,Target R2 synthetic data - leakage-free process relationship
15/08/2025,B,1901.0,0.987,18.764,29.3,58.142,17.037,0.094,1842.506,90.8,6.45,1.726,245.98,711.967,11,1200,11,9.74,8,73.2,25.1,62.9,3.06,89.68,222.25,0.957,9.53,89.976,0.96,226.55,Soft,2,1,8,4,Target R2 synthetic data - leakage-free process relationship
15/08/2025,C,1827.0,0.992,18.122,29.4,55.249,16.265,0.105,1771.966,89.75,6.3,1.857,260.65,721.474,11,1200,11,9.31,7,70.4,27.1,61.6,3.02,90.8,245.98,0.987,9.74,90.119,0.966,229.648,Soft,2,2,8,4,Target R2 synthetic data - leakage-free process relationship
16/08/2025,A,1937.0,0.923,17.887,29.8,53.911,16.059,0.097,1883.543,89.78,6.53,1.828,240.01,718.781,11,1200,11,9.72,8,74.1,24.1,64.5,2.78,89.75,260.65,0.992,9.31,90.063,0.967,233.203,Normal,1,0,8,5,Target R2 synthetic data - leakage-free process relationship
16/08/2025,B,1777.0,0.93,16.524,29.7,49.766,14.768,0.102,1727.687,89.38,6.78,1.755,251.83,742.643,12,1200,12,9.49,7,81.4,26.7,67.9,2.8,89.78,240.01,0.923,9.72,90.049,0.967,239.122,Hard,0,1,8,5,Target R2 synthetic data - leakage-free process relationship
16/08/2025,C,2045.0,0.999,20.419,29.6,62.301,18.421,0.101,1982.499,90.21,6.31,1.998,297.48,712.674,10,1200,11,9.54,7,74.8,25.4,67.4,3.05,89.38,251.83,0.93,9.49,89.864,0.966,242.256,Soft,2,2,8,5,Target R2 synthetic data - leakage-free process relationship
17/08/2025,A,2044.0,0.974,19.902,29.7,60.682,18.051,0.093,1983.16,90.7,5.93,1.851,261.25,715.956,12,1200,11,9.41,8,76.9,26.2,67.0,2.97,90.21,297.48,0.999,9.54,90.007,0.973,250.108,Soft,2,0,8,6,Target R2 synthetic data - leakage-free process relationship
17/08/2025,B,1939.0,0.968,18.768,29.3,58.002,16.974,0.095,1881.01,90.44,7.01,1.794,280.25,711.027,10,1200,10,9.59,7,79.4,24.9,63.4,2.99,90.7,261.25,0.974,9.41,90.043,0.966,254.208,Normal,1,1,8,6,Target R2 synthetic data - leakage-free process relationship
17/08/2025,C,1970.0,0.968,19.078,29.9,58.371,17.453,0.085,1911.908,91.48,6.44,1.626,243.76,716.322,11,1200,11,9.6,8,73.1,23.7,63.7,2.96,90.44,280.25,0.968,9.59,90.152,0.967,262.493,Soft,2,2,8,6,Target R2 synthetic data - leakage-free process relationship
18/08/2025,A,1963.0,0.977,19.184,29.8,58.693,17.473,0.09,1904.704,91.08,5.95,1.712,245.35,714.872,11,1200,11,9.51,8,75.5,25.5,61.7,2.99,91.48,243.76,0.968,9.6,90.249,0.965,262.175,Normal,1,0,8,0,Target R2 synthetic data - leakage-free process relationship
18/08/2025,B,1924.0,0.963,18.528,29.3,57.082,16.733,0.096,1867.231,90.31,6.94,1.796,247.99,733.539,11,1200,12,9.66,8,81.0,26.7,68.9,2.97,91.08,245.35,0.977,9.51,90.438,0.963,259.989,Hard,0,1,8,0,Target R2 synthetic data - leakage-free process relationship
18/08/2025,C,2059.0,0.939,19.334,29.8,58.649,17.484,0.092,1999.905,90.43,6.73,1.85,258.54,720.505,10,1200,11,9.56,8,77.4,27.8,63.4,2.85,90.31,247.99,0.963,9.66,90.514,0.968,261.129,Normal,1,2,8,0,Target R2 synthetic data - leakage-free process relationship
19/08/2025,A,2053.0,0.925,18.983,29.7,58.013,17.222,0.088,1994.852,90.72,6.98,1.761,256.47,726.049,10,1200,10,9.66,8,78.3,25.2,64.9,2.83,90.43,258.54,0.939,9.56,90.665,0.97,262.086,Normal,1,0,8,1,Target R2 synthetic data - leakage-free process relationship
19/08/2025,B,1941.0,0.919,17.844,30.0,53.751,16.113,0.092,1887.722,90.3,5.68,1.731,240.23,719.5,12,1200,10,9.43,8,76.9,24.8,59.9,2.77,90.72,256.47,0.925,9.66,90.738,0.959,256.227,Normal,1,1,8,1,Target R2 synthetic data - leakage-free process relationship
19/08/2025,C,1915.0,0.943,18.049,29.9,54.379,16.234,0.098,1860.66,89.94,6.59,1.815,239.3,715.886,11,1200,11,9.73,8,73.9,23.6,67.5,2.84,90.3,240.23,0.919,9.43,90.681,0.951,253.225,Normal,1,2,8,1,Target R2 synthetic data - leakage-free process relationship
20/08/2025,A,2023.0,0.958,19.371,29.5,59.174,17.485,0.096,1963.661,90.26,6.16,1.887,291.4,709.144,12,1200,10,9.38,7,72.7,25.2,63.7,2.93,89.94,239.3,0.943,9.73,90.61,0.948,247.375,Soft,2,0,8,2,Target R2 synthetic data - leakage-free process relationship
20/08/2025,B,1913.0,0.958,18.324,29.6,55.926,16.557,0.095,1857.485,90.36,6.68,1.767,239.66,726.386,10,1200,12,9.53,8,74.2,26.0,59.1,2.92,90.26,291.4,0.958,9.38,90.436,0.946,254.181,Normal,1,1,8,2,Target R2 synthetic data - leakage-free process relationship
20/08/2025,C,1984.0,0.959,19.026,29.9,57.143,17.108,0.1,1926.832,89.92,6.88,1.918,284.3,730.184,10,1200,10,9.59,7,72.9,23.9,65.4,2.88,90.36,239.66,0.958,9.53,90.333,0.943,253.369,Normal,1,2,8,2,Target R2 synthetic data - leakage-free process relationship
21/08/2025,A,1924.0,0.97,18.657,29.8,55.747,16.595,0.11,1868.566,88.95,6.08,2.062,241.19,722.025,13,1200,11,9.31,8,78.8,28.1,59.9,2.9,89.92,284.3,0.959,9.59,90.277,0.943,258.556,Normal,1,0,8,3,Target R2 synthetic data - leakage-free process relationship
21/08/2025,B,1870.0,0.985,18.416,29.8,54.536,16.23,0.12,1815.945,88.13,6.73,2.185,230.6,741.13,12,1200,9,9.34,8,85.6,26.3,65.4,2.92,88.95,241.19,0.97,9.31,90.065,0.947,256.078,Hard,0,1,8,3,Target R2 synthetic data - leakage-free process relationship
21/08/2025,C,1808.0,0.959,17.345,29.9,52.454,15.659,0.096,1755.583,90.28,6.04,1.687,257.28,703.971,11,1200,9,9.66,7,76.9,23.0,63.2,2.9,88.13,230.6,0.985,9.34,89.695,0.956,252.382,Soft,2,2,8,3,Target R2 synthetic data - leakage-free process relationship
22/08/2025,A,1844.0,0.914,16.853,29.6,50.721,14.996,0.104,1793.424,88.98,7.19,1.857,216.69,732.664,11,1200,10,9.42,8,80.7,24.9,68.1,2.75,90.28,257.28,0.959,9.66,89.691,0.961,254.818,Hard,0,0,8,4,Target R2 synthetic data - leakage-free process relationship
22/08/2025,B,1871.0,1.0,18.702,30.1,55.882,16.803,0.105,1815.045,89.85,6.87,1.898,234.97,716.996,12,1200,9,9.38,8,78.6,23.7,66.0,2.99,88.98,216.69,0.914,9.42,89.553,0.957,251.59,Normal,1,1,8,4,Target R2 synthetic data - leakage-free process relationship
22/08/2025,C,1793.0,0.979,17.544,29.9,52.51,15.709,0.105,1740.17,89.54,6.77,1.835,215.06,726.63,12,1200,11,9.41,8,77.3,23.6,64.5,2.93,89.85,234.97,1.0,9.38,89.494,0.963,243.528,Normal,1,2,8,4,Target R2 synthetic data - leakage-free process relationship
23/08/2025,A,1809.0,0.982,17.758,29.9,53.016,15.855,0.108,1756.146,89.28,6.52,1.903,256.81,744.586,12,1200,12,9.53,7,82.8,27.7,65.9,2.93,89.54,215.06,0.979,9.41,89.378,0.966,240.014,Hard,0,0,8,5,Target R2 synthetic data - leakage-free process relationship
23/08/2025,B,1856.0,0.996,18.486,29.6,56.367,16.669,0.101,1799.886,90.17,5.84,1.817,224.81,716.235,11,1200,10,9.72,8,78.1,26.9,65.5,3.04,89.28,256.81,0.982,9.53,89.287,0.97,236.086,Soft,2,1,8,5,Target R2 synthetic data - leakage-free process relationship
23/08/2025,C,1757.0,0.947,16.636,29.8,48.832,14.567,0.121,1707.991,87.56,7.03,2.069,253.94,737.918,12,1200,10,9.24,7,90.5,27.2,65.3,2.78,90.17,224.81,0.996,9.72,89.462,0.973,233.747,Hard,0,2,8,5,Target R2 synthetic data - leakage-free process relationship
24/08/2025,A,1815.0,1.025,18.594,30.0,55.422,16.611,0.113,1759.362,89.33,6.5,1.983,263.17,710.315,10,1200,11,9.89,7,75.0,25.6,64.8,3.05,87.56,253.94,0.947,9.24,89.38,0.968,237.081,Soft,2,0,8,6,Target R2 synthetic data - leakage-free process relationship
24/08/2025,B,1821.0,0.958,17.437,29.4,53.381,15.689,0.099,1767.135,89.97,6.02,1.748,215.27,716.618,11,1200,10,9.58,8,77.3,23.2,58.2,2.93,89.33,263.17,1.025,9.89,89.246,0.977,237.922,Normal,1,1,8,6,Target R2 synthetic data - leakage-free process relationship
24/08/2025,C,1681.0,0.89,14.965,29.9,44.567,13.312,0.101,1636.884,88.95,7.48,1.654,210.36,738.963,11,1200,10,9.47,8,81.3,26.5,66.4,2.65,89.97,215.27,0.958,9.58,89.388,0.984,237.718,Hard,0,2,8,6,Target R2 synthetic data - leakage-free process relationship
25/08/2025,A,1806.0,0.928,16.771,29.9,50.305,15.031,0.099,1756.194,89.63,6.0,1.74,223.42,722.896,11,1200,12,9.63,8,82.2,24.8,67.9,2.78,88.95,210.36,0.89,9.47,89.259,0.968,234.203,Normal,1,0,8,0,Target R2 synthetic data - leakage-free process relationship
25/08/2025,B,1713.0,0.944,16.17,29.6,48.113,14.221,0.117,1664.733,87.95,7.09,1.949,213.8,749.53,13,1200,10,9.34,8,84.9,25.2,63.3,2.81,89.63,223.42,0.928,9.63,89.272,0.961,235.397,Hard,0,1,8,0,Target R2 synthetic data - leakage-free process relationship
25/08/2025,C,1817.0,0.966,17.545,30.5,50.357,15.354,0.124,1766.614,87.51,7.28,2.191,231.86,739.872,13,1200,11,9.37,8,79.7,28.1,68.3,2.77,87.95,213.8,0.944,9.34,89.08,0.955,229.252,Hard,0,2,8,0,Target R2 synthetic data - leakage-free process relationship
26/08/2025,A,1875.0,1.005,18.843,30.6,55.112,16.848,0.11,1820.099,89.41,6.46,1.995,225.46,722.435,10,1200,9,9.61,8,73.5,25.5,59.6,2.94,87.51,231.86,0.966,9.37,88.7,0.951,230.259,Soft,2,0,8,1,Target R2 synthetic data - leakage-free process relationship
26/08/2025,B,1916.0,0.971,18.608,30.2,55.65,16.796,0.097,1860.842,90.27,6.17,1.811,239.16,711.458,10,1200,11,9.66,8,71.4,24.6,66.2,2.9,89.41,225.46,1.005,9.61,88.964,0.959,226.191,Soft,2,1,8,1,Target R2 synthetic data - leakage-free process relationship
26/08/2025,C,1884.0,1.007,18.979,29.8,58.03,17.278,0.093,1826.017,91.04,6.61,1.7,231.55,725.169,12,1200,10,9.6,8,78.5,23.7,62.5,3.08,90.27,239.16,0.971,9.66,89.098,0.952,222.762,Soft,2,2,8,1,Target R2 synthetic data - leakage-free process relationship
27/08/2025,A,1871.0,0.959,17.939,30.3,53.473,16.197,0.096,1817.149,90.29,6.57,1.742,267.68,728.599,9,1200,10,9.69,7,72.5,26.4,63.7,2.86,91.04,231.55,1.007,9.6,89.25,0.959,225.088,Normal,1,0,8,2,Target R2 synthetic data - leakage-free process relationship
27/08/2025,B,1875.0,0.932,17.468,29.6,52.45,15.527,0.107,1822.272,88.89,6.75,1.941,199.58,753.608,11,1200,12,9.43,9,83.3,27.8,68.4,2.8,90.29,267.68,0.959,9.69,89.441,0.969,233.276,Hard,0,1,8,2,Target R2 synthetic data - leakage-free process relationship
27/08/2025,C,1952.0,0.954,18.624,29.7,56.002,16.628,0.105,1895.652,89.28,7.19,1.996,237.25,723.488,12,1200,10,9.42,8,75.3,24.9,63.6,2.87,88.89,199.58,0.932,9.43,89.336,0.969,229.869,Normal,1,2,8,2,Target R2 synthetic data - leakage-free process relationship
28/08/2025,A,1857.0,0.997,18.516,29.7,54.815,16.294,0.123,1802.15,88.0,7.58,2.222,267.43,742.367,13,1200,10,9.34,7,77.0,27.2,69.0,2.95,89.28,237.25,0.954,9.42,89.527,0.971,233.22,Hard,0,0,8,3,Target R2 synthetic data - leakage-free process relationship
28/08/2025,B,1887.0,0.991,18.707,30.3,54.89,16.63,0.113,1832.558,88.9,6.46,2.077,267.12,718.627,10,1200,10,9.63,7,76.2,22.4,58.4,2.91,88.0,267.43,0.997,9.34,89.597,0.975,238.303,Normal,1,1,8,3,Target R2 synthetic data - leakage-free process relationship
28/08/2025,C,1946.0,1.002,19.487,30.1,58.261,17.521,0.104,1887.373,89.91,6.53,1.966,236.9,727.522,10,1200,11,9.56,8,75.3,25.3,64.4,2.99,88.9,267.12,0.991,9.63,89.524,0.973,244.253,Normal,1,2,8,3,Target R2 synthetic data - leakage-free process relationship
29/08/2025,A,1944.0,1.002,19.482,30.2,58.227,17.566,0.102,1886.064,90.17,6.4,1.916,241.67,725.952,11,1200,10,9.54,8,83.5,26.2,62.3,2.99,89.91,236.9,1.002,9.56,89.473,0.977,243.931,Normal,1,0,8,4,Target R2 synthetic data - leakage-free process relationship
29/08/2025,B,2008.0,0.911,18.283,29.8,55.33,16.506,0.091,1952.524,90.28,6.49,1.777,295.28,699.123,11,1200,10,9.57,7,78.4,25.9,66.8,2.76,90.17,241.67,1.002,9.54,89.348,0.977,245.375,Soft,2,1,8,4,Target R2 synthetic data - leakage-free process relationship
29/08/2025,C,2056.0,0.965,19.843,29.9,59.796,17.905,0.097,1996.586,90.24,6.32,1.937,254.65,724.101,10,1200,12,9.48,8,79.9,25.7,64.6,2.91,90.28,295.28,0.911,9.57,89.347,0.97,249.318,Normal,1,2,8,4,Target R2 synthetic data - leakage-free process relationship
30/08/2025,A,2028.0,1.033,20.943,29.3,65.039,19.053,0.096,1963.041,90.98,6.11,1.89,254.52,716.547,11,1200,11,9.61,8,76.6,25.3,65.8,3.21,90.24,254.65,0.965,9.48,89.54,0.975,257.186,Normal,1,0,8,5,Target R2 synthetic data - leakage-free process relationship
30/08/2025,B,1942.0,1.009,19.588,29.6,59.656,17.677,0.102,1882.362,90.24,6.94,1.911,244.12,723.167,10,1200,10,9.57,8,73.2,23.8,60.4,3.07,90.98,254.52,1.033,9.61,89.782,0.986,259.652,Normal,1,1,8,5,Target R2 synthetic data - leakage-free process relationship
30/08/2025,C,1946.0,0.989,19.254,29.6,58.541,17.316,0.103,1887.607,89.93,7.24,1.938,237.38,722.756,12,1200,10,9.44,8,74.5,24.0,57.1,3.01,90.24,244.12,1.009,9.57,90.102,0.987,256.322,Normal,1,2,8,5,Target R2 synthetic data - leakage-free process relationship
31/08/2025,A,2002.0,1.026,20.544,29.6,62.545,18.542,0.103,1939.867,90.26,6.58,2.002,251.57,717.558,11,1200,11,9.74,8,81.0,24.4,65.7,3.12,89.93,237.38,0.989,9.44,90.25,0.987,252.074,Normal,1,0,8,6,Target R2 synthetic data - leakage-free process relationship
31/08/2025,B,1965.0,0.994,19.534,29.8,59.221,17.635,0.1,1905.68,90.28,6.41,1.899,243.85,721.045,12,1200,10,9.76,8,82.7,25.5,61.0,3.01,90.26,251.57,1.026,9.74,90.299,0.991,254.169,Soft,2,1,8,6,Target R2 synthetic data - leakage-free process relationship
31/08/2025,C,1890.0,0.974,18.409,29.6,55.654,16.484,0.105,1833.924,89.54,6.89,1.925,229.18,750.927,11,1200,10,9.56,8,82.4,28.9,65.0,2.95,90.28,243.85,0.994,9.76,90.315,0.989,254.481,Hard,0,2,8,6,Target R2 synthetic data - leakage-free process relationship
01/09/2025,A,1968.0,0.986,19.405,30.0,58.522,17.557,0.097,1909.341,90.48,6.13,1.848,247.4,712.668,10,1200,12,9.78,8,75.0,25.1,62.1,2.97,89.54,229.18,0.974,9.56,90.21,0.999,245.038,Soft,2,0,9,0,Target R2 synthetic data - leakage-free process relationship
01/09/2025,B,1915.0,1.03,19.719,28.7,62.72,17.974,0.094,1852.503,91.15,6.59,1.745,277.87,708.32,11,1200,10,9.58,7,74.0,25.4,68.2,3.27,90.48,247.4,0.986,9.78,90.244,1.002,244.002,Soft,2,1,9,0,Target R2 synthetic data - leakage-free process relationship
01/09/2025,C,1911.0,0.967,18.489,29.6,56.396,16.685,0.097,1854.809,90.24,6.36,1.804,242.67,729.182,11,1200,11,9.66,8,83.3,28.2,67.9,2.95,91.15,277.87,1.03,9.58,90.269,1.001,247.337,Hard,0,2,9,0,Target R2 synthetic data - leakage-free process relationship
02/09/2025,A,1774.0,1.006,17.856,29.7,54.704,16.227,0.095,1719.585,90.88,6.38,1.629,226.12,724.615,11,1200,10,9.51,8,76.3,24.6,64.8,3.08,90.24,242.67,0.967,9.66,90.269,0.995,247.13,Normal,1,0,9,1,Target R2 synthetic data - leakage-free process relationship
02/09/2025,B,1757.0,1.039,18.251,29.7,55.526,16.468,0.105,1701.455,90.23,6.58,1.784,215.45,716.846,12,1200,11,9.7,8,72.9,23.6,64.5,3.16,90.88,226.12,1.006,9.51,90.404,0.998,245.521,Normal,1,1,9,1,Target R2 synthetic data - leakage-free process relationship
02/09/2025,C,1771.0,0.952,16.854,29.9,50.235,15.026,0.106,1720.278,89.15,6.58,1.829,229.81,743.985,11,1200,10,9.56,8,85.9,25.5,72.0,2.84,90.23,215.45,1.039,9.7,90.4,1.0,240.36,Hard,0,2,9,1,Target R2 synthetic data - leakage-free process relationship
03/09/2025,A,1793.0,0.974,17.458,30.1,52.192,15.705,0.101,1740.69,89.96,6.15,1.753,247.59,714.996,12,1200,9,9.45,7,79.0,24.1,63.5,2.91,89.15,229.81,0.952,9.56,90.239,0.993,238.354,Normal,1,0,9,2,Target R2 synthetic data - leakage-free process relationship
03/09/2025,B,1747.0,1.004,17.544,30.0,52.387,15.694,0.109,1694.762,89.45,6.82,1.85,197.53,725.18,11,1200,12,9.43,9,76.0,26.9,68.8,3.0,89.96,247.59,0.974,9.45,90.298,0.993,240.985,Normal,1,1,9,2,Target R2 synthetic data - leakage-free process relationship
03/09/2025,C,1842.0,1.016,18.72,29.4,57.815,16.985,0.097,1784.628,90.73,6.32,1.734,264.65,724.174,11,1200,11,9.62,7,74.0,25.5,62.8,3.14,89.45,197.53,1.004,9.43,90.152,0.996,233.86,Soft,2,2,9,2,Target R2 synthetic data - leakage-free process relationship
04/09/2025,A,1808.0,1.037,18.755,30.0,56.903,17.074,0.096,1751.181,91.04,6.29,1.681,222.44,706.805,13,1200,11,9.4,8,78.2,24.4,64.6,3.15,90.73,264.65,1.016,9.62,90.092,0.994,231.972,Soft,2,0,9,3,Target R2 synthetic data - leakage-free process relationship
04/09/2025,B,1808.0,1.024,18.516,30.2,55.651,16.83,0.096,1752.241,90.9,6.66,1.685,231.06,726.699,12,1200,11,9.63,8,80.4,25.9,61.3,3.08,91.04,222.44,1.037,9.4,90.206,1.004,229.082,Normal,1,1,9,3,Target R2 synthetic data - leakage-free process relationship
04/09/2025,C,1738.0,0.949,16.496,29.3,49.887,14.633,0.11,1688.105,88.7,6.59,1.863,225.93,743.931,12,1200,11,9.28,8,82.1,25.3,63.9,2.87,90.9,231.06,1.024,9.63,90.208,1.007,229.789,Hard,0,2,9,3,Target R2 synthetic data - leakage-free process relationship
05/09/2025,A,1807.0,0.994,17.968,30.0,53.651,16.097,0.107,1753.714,89.58,6.14,1.872,251.91,735.182,11,1200,9,9.59,7,71.9,24.1,67.5,2.97,88.7,225.93,0.949,9.28,89.991,0.994,231.287,Normal,1,0,9,4,Target R2 synthetic data - leakage-free process relationship
05/09/2025,B,1773.0,1.036,18.363,29.6,55.645,16.462,0.111,1717.333,89.65,6.68,1.901,220.35,746.179,11,1200,11,9.54,8,84.2,26.3,66.2,3.14,89.58,251.91,0.994,9.59,90.053,1.0,234.445,Hard,0,1,9,4,Target R2 synthetic data - leakage-free process relationship
05/09/2025,C,1784.0,0.962,17.16,30.0,50.565,15.192,0.114,1733.295,88.53,6.99,1.968,259.9,731.025,12,1200,10,9.37,7,86.6,23.6,63.8,2.83,89.65,220.35,1.036,9.54,90.009,1.009,230.554,Normal,1,2,9,4,Target R2 synthetic data - leakage-free process relationship
06/09/2025,A,1772.0,0.926,16.4,30.1,48.515,14.616,0.104,1723.33,89.12,6.56,1.785,213.95,718.656,11,1200,12,9.55,8,70.6,27.1,65.2,2.74,88.53,259.9,0.962,9.37,89.877,1.003,239.464,Normal,1,0,9,5,Target R2 synthetic data - leakage-free process relationship
06/09/2025,B,1999.0,0.985,19.682,29.7,60.161,17.862,0.094,1938.552,90.76,6.06,1.819,258.57,716.361,11,1200,11,9.56,8,73.4,23.8,65.7,3.01,89.12,213.95,0.926,9.55,89.646,0.99,232.221,Soft,2,1,9,5,Target R2 synthetic data - leakage-free process relationship
06/09/2025,C,1911.0,1.01,19.31,29.6,58.84,17.434,0.101,1852.363,90.28,6.66,1.876,251.26,715.978,11,1200,10,9.75,8,80.3,25.4,65.8,3.08,90.76,258.57,0.985,9.56,89.606,0.982,237.382,Soft,2,2,9,5,Target R2 synthetic data - leakage-free process relationship
07/09/2025,A,1910.0,0.941,17.98,29.6,54.922,16.255,0.093,1855.478,90.41,6.21,1.725,274.75,722.948,11,1200,10,9.77,7,72.7,25.8,61.8,2.87,90.28,251.26,1.01,9.75,89.518,0.98,240.268,Soft,2,0,9,6,Target R2 synthetic data - leakage-free process relationship
07/09/2025,B,1886.0,0.953,17.981,29.9,54.345,16.262,0.094,1831.509,90.44,6.86,1.719,234.31,729.516,10,1200,12,9.55,8,76.4,25.3,63.3,2.88,90.41,274.75,0.941,9.77,89.761,0.979,247.241,Normal,1,1,9,6,Target R2 synthetic data - leakage-free process relationship
07/09/2025,C,1952.0,0.992,19.373,29.9,58.037,17.363,0.106,1894.033,89.62,7.38,2.01,244.26,740.859,11,1200,11,9.55,8,84.7,25.3,70.0,2.97,90.44,234.31,0.953,9.55,89.884,0.973,244.727,Hard,0,2,9,6,Target R2 synthetic data - leakage-free process relationship
08/09/2025,A,1891.0,0.961,18.168,29.2,55.935,16.343,0.099,1834.589,89.96,6.55,1.825,265.93,712.73,11,1200,11,9.48,7,80.8,27.0,59.9,2.96,89.62,244.26,0.992,9.55,89.88,0.967,248.142,Normal,1,0,9,0,Target R2 synthetic data - leakage-free process relationship
08/09/2025,B,1939.0,0.992,19.236,29.9,57.674,17.269,0.105,1880.993,89.77,6.95,1.967,241.2,718.962,13,1200,10,9.35,8,76.7,24.4,60.7,2.97,89.96,265.93,0.961,9.48,90.084,0.967,249.003,Normal,1,1,9,0,Target R2 synthetic data - leakage-free process relationship
08/09/2025,C,2011.0,0.959,19.287,30.0,57.497,17.267,0.103,1953.738,89.53,6.7,2.02,291.84,708.36,11,1200,10,9.83,7,75.0,26.7,66.1,2.86,89.77,241.2,0.992,9.35,90.177,0.976,252.896,Soft,2,2,9,0,Target R2 synthetic data - leakage-free process relationship
09/09/2025,A,1912.0,1.002,19.17,30.3,56.597,17.165,0.108,1855.738,89.54,6.54,2.004,236.15,719.803,13,1200,12,9.41,8,81.5,26.7,64.4,2.96,89.53,291.84,0.959,9.83,90.002,0.973,257.649,Normal,1,0,9,1,Target R2 synthetic data - leakage-free process relationship
09/09/2025,B,1929.0,1.028,19.836,29.7,60.593,17.969,0.1,1868.29,90.59,6.45,1.867,242.06,721.125,12,1200,11,9.61,8,79.7,26.3,61.8,3.14,89.54,236.15,1.002,9.41,89.896,0.972,255.49,Soft,2,1,9,1,Target R2 synthetic data - leakage-free process relationship
09/09/2025,C,2079.0,1.004,20.868,29.6,63.765,18.885,0.098,2014.926,90.5,6.28,1.983,255.23,718.023,12,1200,10,9.65,8,73.2,25.7,68.8,3.07,90.59,242.06,1.028,9.61,89.922,0.984,250.82,Soft,2,2,9,1,Target R2 synthetic data - leakage-free process relationship
10/09/2025,A,1895.0,0.979,18.561,30.3,55.711,16.873,0.092,1839.477,90.91,7.06,1.688,232.45,724.898,11,1200,11,9.68,8,79.3,25.0,66.2,2.94,90.5,255.23,1.004,9.65,89.93,0.991,253.808,Normal,1,0,9,2,Target R2 synthetic data - leakage-free process relationship
10/09/2025,B,1980.0,0.968,19.153,29.8,57.96,17.26,0.099,1921.6,90.12,6.09,1.893,253.33,724.611,11,1200,12,9.4,8,75.3,25.2,63.6,2.93,90.91,232.45,0.979,9.68,90.113,0.989,252.121,Normal,1,1,9,2,Target R2 synthetic data - leakage-free process relationship
10/09/2025,C,1949.0,0.995,19.381,29.9,58.618,17.503,0.099,1889.986,90.31,6.74,1.878,278.9,722.185,11,1200,10,9.69,7,75.9,26.1,64.2,3.01,90.12,253.33,0.968,9.4,90.136,0.99,250.322,Normal,1,2,9,2,Target R2 synthetic data - leakage-free process relationship
11/09/2025,A,1942.0,1.046,20.308,30.3,59.536,18.042,0.12,1882.189,88.84,7.01,2.267,280.79,737.028,11,1200,12,9.32,7,82.3,26.8,68.0,3.07,90.31,278.9,0.995,9.69,90.213,0.991,255.709,Hard,0,0,9,3,Target R2 synthetic data - leakage-free process relationship
11/09/2025,B,1974.0,1.04,20.535,29.1,63.566,18.522,0.105,1910.384,90.2,7.0,2.013,239.96,725.601,10,1200,10,9.57,8,79.7,25.3,62.7,3.22,88.84,280.79,1.046,9.32,90.115,1.003,254.131,Normal,1,1,9,3,Target R2 synthetic data - leakage-free process relationship
11/09/2025,C,1792.0,0.955,17.106,29.3,51.791,15.188,0.11,1740.18,88.79,6.71,1.918,257.18,741.42,12,1200,11,9.37,7,81.7,26.9,63.5,2.89,90.2,239.96,1.04,9.57,90.209,1.009,254.675,Hard,0,2,9,3,Target R2 synthetic data - leakage-free process relationship
12/09/2025,A,1934.0,0.993,19.2,29.7,58.145,17.291,0.102,1876.301,90.06,6.65,1.909,239.07,716.162,10,1200,11,9.6,8,70.4,24.0,65.4,3.01,88.79,257.18,0.955,9.37,89.951,0.998,256.835,Soft,2,0,9,4,Target R2 synthetic data - leakage-free process relationship
12/09/2025,B,1883.0,1.048,19.735,29.4,60.841,17.869,0.102,1821.778,90.54,6.62,1.866,231.57,728.212,10,1200,11,9.52,8,78.7,23.7,64.1,3.23,90.06,239.07,0.993,9.6,89.888,0.996,254.527,Normal,1,1,9,4,Target R2 synthetic data - leakage-free process relationship
12/09/2025,C,1944.0,1.042,20.253,29.2,63.246,18.497,0.093,1880.71,91.33,5.98,1.755,240.26,716.777,10,1200,11,9.56,8,74.5,24.7,64.7,3.25,90.54,231.57,1.048,9.52,89.837,1.006,254.401,Soft,2,2,9,4,Target R2 synthetic data - leakage-free process relationship
