Date,Shift,Ore Milled (MT),Head Grade (%Cu),COPPER IN HEAD (MT),Concentrate Grade (%Cu),Concentrate Production (MT),COPPER IN CONCENTRATE (MT),Tails Grade (%Cu),TAILINGS (MT),Recovery (%),Insoluble in Concentrate (%),COPPER IN TAILINGS (MT),Feed Rate (MT/h),Grinding kWh,Lime Bags,T Reagent (cc),Pine Oil (cc),Flotation pH,Milling Running Hours,Prev_Recovery (%),Prev_Feed Rate (MT/h),Prev_Head Grade (%Cu),Prev_Flotation pH,Roll7_Recovery (%),Roll7_Head Grade (%Cu),Roll7_Feed Rate (MT/h),Cu_Recovery_Efficiency,Estimated Feed Condition,Feed_Condition_Num,Shift_Num,Month,Day_of_Week,Source
07/07/2025,A,1386,0.907,12.571,29.2,37.322,10.898,0.127,1348.678,86.69,6.4,1.673,168.49,728.382,12,1200,10,9.58,8,89.98,199.37,0.981,9.59,89.354,1.001,205.24,86.692,Hard,2,0,7,0,Synthetic historical data (statistically generated)
07/07/2025,B,1745,1.036,18.078,30.6,53.915,16.498,0.093,1691.085,91.26,7.44,1.58,220.05,724.607,12,1200,10,9.94,8,86.69,168.49,0.907,9.58,89.404,0.998,203.376,91.26,Normal,1,1,7,0,Synthetic historical data (statistically generated)
07/07/2025,C,1739,1.048,18.225,30.4,54.135,16.457,0.099,1684.865,90.3,7.91,1.768,245.33,720.284,11,1200,11,9.36,7,91.26,220.05,1.036,9.94,89.721,1.01,212.469,90.299,Normal,1,2,7,0,Synthetic historical data (statistically generated)
08/07/2025,A,1772,1.06,18.783,29.7,56.279,16.715,0.124,1715.721,88.99,7.61,2.068,248.73,725.473,11,1200,12,9.4,7,90.3,245.33,1.048,9.36,89.516,1.022,217.669,88.99,Normal,1,0,7,1,Synthetic historical data (statistically generated)
08/07/2025,B,1644,1.042,17.13,30.2,50.205,15.162,0.123,1593.795,88.51,7.39,1.968,232.27,729.142,10,1200,12,9.41,7,88.99,248.73,1.06,9.4,89.397,1.02,217.143,88.511,Normal,1,1,7,1,Synthetic historical data (statistically generated)
08/07/2025,C,1788,1.097,19.614,30.8,57.977,17.857,0.102,1730.023,91.04,6.9,1.757,226.92,723.228,10,1200,10,9.58,8,88.51,232.27,1.042,9.41,89.539,1.024,220.166,91.042,Normal,1,2,7,1,Synthetic historical data (statistically generated)
09/07/2025,A,1706,1.082,18.459,30.1,55.12,16.591,0.107,1650.88,89.88,7.8,1.868,246.81,726.632,11,1200,10,9.72,7,91.04,226.92,1.097,9.58,89.524,1.039,226.943,89.88,Normal,1,0,7,2,Synthetic historical data (statistically generated)
09/07/2025,B,1917,1.053,20.186,31.0,58.232,18.052,0.101,1858.768,89.43,6.06,2.134,270.96,728.261,10,1200,12,9.16,7,89.88,246.81,1.082,9.72,89.916,1.06,241.581,89.428,Normal,1,1,7,2,Synthetic historical data (statistically generated)
09/07/2025,C,1479,1.061,15.692,29.8,47.899,14.274,0.097,1431.101,90.96,6.92,1.418,205.1,720.208,12,1200,11,9.84,7,89.43,270.96,1.053,9.16,89.873,1.063,239.446,90.964,Normal,1,2,7,2,Synthetic historical data (statistically generated)
10/07/2025,A,1713,1.08,18.5,30.8,53.393,16.445,0.13,1659.607,88.89,6.3,2.055,217.3,729.819,11,1200,11,9.37,8,90.96,205.1,1.061,9.84,89.671,1.068,235.441,88.892,Normal,1,0,7,3,Synthetic historical data (statistically generated)
10/07/2025,B,2017,1.02,20.573,29.6,61.324,18.152,0.127,1955.676,88.23,7.01,2.421,293.25,720.966,12,1200,12,9.48,7,88.89,217.3,1.08,9.37,89.563,1.062,241.801,88.232,Normal,1,1,7,3,Synthetic historical data (statistically generated)
10/07/2025,C,1567,1.101,17.253,29.1,53.093,15.45,0.126,1513.907,89.55,5.56,1.803,193.16,724.602,11,1200,11,9.59,8,88.23,293.25,1.02,9.48,89.711,1.071,236.214,89.55,Normal,1,2,7,3,Synthetic historical data (statistically generated)
11/07/2025,A,1639,1.044,17.111,30.5,50.856,15.511,0.102,1588.144,90.65,6.73,1.6,236.7,727.189,12,1200,11,9.95,7,89.55,193.16,1.101,9.59,89.656,1.063,237.611,90.649,Normal,1,0,7,4,Synthetic historical data (statistically generated)
11/07/2025,B,1882,1.109,20.871,31.0,61.503,19.066,0.098,1820.497,91.35,7.66,1.805,232.86,728.76,11,1200,10,9.77,8,90.65,236.7,1.044,9.95,89.866,1.067,235.619,91.352,Normal,1,1,7,4,Synthetic historical data (statistically generated)
11/07/2025,C,1177,0.975,11.476,30.2,32.877,9.929,0.138,1144.123,86.52,5.95,1.547,169.29,727.304,12,1200,10,9.25,7,91.35,232.86,1.109,9.77,89.45,1.056,221.094,86.52,Hard,2,2,7,4,Synthetic historical data (statistically generated)
12/07/2025,A,1788,1.097,19.614,29.3,60.676,17.778,0.099,1727.324,90.64,5.74,1.836,224.49,723.875,11,1200,11,9.7,8,86.52,169.29,0.975,9.25,89.404,1.061,223.864,90.639,Normal,1,0,7,5,Synthetic historical data (statistically generated)
12/07/2025,B,1731,1.074,18.591,29.2,57.397,16.76,0.101,1673.603,90.15,7.7,1.831,212.49,726.472,10,1200,11,9.45,8,90.64,224.49,1.097,9.7,89.584,1.06,223.177,90.151,Normal,1,1,7,5,Synthetic historical data (statistically generated)
12/07/2025,C,1896,1.101,20.875,29.1,65.409,19.034,0.091,1830.591,91.18,7.09,1.841,262.81,720.277,12,1200,12,9.37,7,90.15,212.49,1.074,9.45,90.006,1.072,218.829,91.181,Soft,0,2,7,5,Synthetic historical data (statistically generated)
13/07/2025,A,1823,1.108,20.199,30.6,60.049,18.375,0.099,1762.951,90.97,7.06,1.824,261.99,728.914,12,1200,10,9.51,7,91.18,262.81,1.101,9.37,90.209,1.073,228.661,90.97,Normal,1,0,7,6,Synthetic historical data (statistically generated)
13/07/2025,B,1617,0.994,16.073,30.2,47.245,14.268,0.123,1569.755,88.77,7.8,1.805,197.37,725.901,10,1200,10,9.5,8,90.97,261.99,1.108,9.51,89.94,1.065,223.043,88.77,Hard,2,1,7,6,Synthetic historical data (statistically generated)
13/07/2025,C,1424,0.909,12.944,30.0,38.057,11.417,0.114,1385.943,88.2,5.6,1.527,205.49,722.462,10,1200,10,9.96,7,88.77,197.37,0.994,9.5,89.49,1.037,219.133,88.203,Hard,2,2,7,6,Synthetic historical data (statistically generated)
14/07/2025,A,2031,1.056,21.447,30.1,64.292,19.352,0.101,1966.708,90.23,6.87,2.095,296.2,726.548,12,1200,12,9.58,7,88.2,205.49,0.909,9.96,90.02,1.048,237.263,90.232,Soft,0,0,7,0,Synthetic historical data (statistically generated)
14/07/2025,B,1712,1.032,17.668,30.0,54.04,16.212,0.083,1657.96,91.76,6.74,1.456,212.77,724.905,11,1200,10,9.32,8,90.23,296.2,1.056,9.58,90.18,1.039,235.589,91.759,Normal,1,1,7,0,Synthetic historical data (statistically generated)
14/07/2025,C,1781,1.049,18.683,29.6,57.041,16.884,0.092,1723.959,90.37,5.57,1.799,261.25,725.875,12,1200,12,9.17,7,91.76,212.77,1.032,9.32,90.211,1.036,242.554,90.371,Normal,1,2,7,0,Synthetic historical data (statistically generated)
15/07/2025,A,1225,0.932,11.417,30.8,32.302,9.949,0.11,1192.698,87.14,7.87,1.468,155.32,721.783,11,1200,12,9.7,8,90.37,261.25,1.049,9.17,89.634,1.011,227.199,87.142,Hard,2,0,7,1,Synthetic historical data (statistically generated)
15/07/2025,B,1801,0.993,17.884,29.5,54.62,16.113,0.104,1746.38,90.1,7.58,1.771,250.27,729.003,10,1200,11,9.0,7,87.14,155.32,0.932,9.7,89.51,0.995,225.524,90.097,Normal,1,1,7,1,Synthetic historical data (statistically generated)
15/07/2025,C,1398,0.989,13.826,30.4,40.352,12.267,0.121,1357.648,88.72,6.27,1.559,195.59,726.218,11,1200,11,9.68,7,90.1,250.27,0.993,9.0,89.503,0.994,225.27,88.724,Hard,2,2,7,1,Synthetic historical data (statistically generated)
16/07/2025,A,1420,1.022,14.512,30.3,42.003,12.727,0.123,1377.997,87.7,7.24,1.785,176.19,721.895,11,1200,11,9.6,8,88.72,195.59,0.989,9.68,89.431,1.01,221.084,87.7,Hard,2,0,7,2,Synthetic historical data (statistically generated)
16/07/2025,B,1743,1.025,17.866,30.4,52.967,16.102,0.105,1690.033,90.13,6.21,1.764,212.21,721.674,12,1200,11,9.96,8,87.7,176.19,1.022,9.6,89.417,1.006,209.086,90.126,Normal,1,1,7,2,Synthetic historical data (statistically generated)
16/07/2025,C,1840,1.031,18.97,29.9,56.9,17.013,0.098,1783.1,89.68,6.07,1.957,269.96,724.98,10,1200,12,10.0,7,90.13,212.21,1.025,9.96,89.12,1.006,217.256,89.684,Normal,1,2,7,2,Synthetic historical data (statistically generated)
17/07/2025,A,1626,1.039,16.894,30.5,49.784,15.184,0.099,1576.216,89.88,6.03,1.71,202.5,725.97,10,1200,12,9.93,8,89.68,269.96,1.031,10.0,89.05,1.004,208.863,89.878,Normal,1,0,7,3,Synthetic historical data (statistically generated)
17/07/2025,B,1630,1.064,17.343,29.6,53.628,15.874,0.082,1576.372,91.53,5.96,1.469,230.76,726.441,11,1200,11,9.15,7,89.88,202.5,1.039,9.93,89.677,1.023,219.64,91.53,Normal,1,1,7,3,Synthetic historical data (statistically generated)
17/07/2025,C,1788,1.021,18.255,30.4,53.734,16.335,0.105,1734.266,89.48,6.84,1.92,256.99,721.611,12,1200,11,9.06,7,91.53,230.76,1.064,9.15,89.589,1.027,220.6,89.482,Normal,1,2,7,3,Synthetic historical data (statistically generated)
18/07/2025,A,1570,1.041,16.344,29.2,50.733,14.814,0.092,1519.267,90.64,7.07,1.53,226.77,720.034,10,1200,11,9.77,7,89.48,256.99,1.021,9.06,89.863,1.035,225.054,90.639,Normal,1,0,7,4,Synthetic historical data (statistically generated)
18/07/2025,B,1727,1.078,18.617,30.2,55.073,16.632,0.111,1671.927,89.34,7.97,1.985,213.06,724.497,12,1200,10,9.68,8,90.64,226.77,1.041,9.77,90.097,1.043,230.321,89.338,Normal,1,1,7,4,Synthetic historical data (statistically generated)
18/07/2025,C,1784,1.037,18.5,29.7,56.199,16.691,0.092,1727.801,90.22,7.51,1.809,251.6,729.63,11,1200,11,9.88,7,89.34,213.06,1.078,9.68,90.11,1.044,235.949,90.222,Normal,1,2,7,4,Synthetic historical data (statistically generated)
19/07/2025,A,1645,1.086,17.865,29.9,53.993,16.144,0.104,1591.007,90.37,7.88,1.721,201.0,722.081,11,1200,11,9.88,8,90.22,251.6,1.037,9.88,90.209,1.052,226.097,90.367,Normal,1,0,7,5,Synthetic historical data (statistically generated)
19/07/2025,B,1724,1.034,17.826,29.7,54.643,16.229,0.092,1669.357,91.04,7.66,1.597,242.1,721.946,12,1200,12,9.78,7,90.37,201.0,1.086,9.88,90.374,1.052,231.754,91.041,Normal,1,1,7,5,Synthetic historical data (statistically generated)
19/07/2025,C,1601,1.064,17.035,29.4,52.357,15.393,0.104,1548.643,90.36,5.89,1.642,197.73,727.746,12,1200,11,9.05,8,91.04,242.1,1.034,9.78,90.207,1.052,227.036,90.361,Normal,1,2,7,5,Synthetic historical data (statistically generated)
20/07/2025,A,1605,0.983,15.777,30.3,47.182,14.296,0.094,1557.818,90.61,7.5,1.481,201.44,729.836,12,1200,12,9.77,8,90.36,197.73,1.064,9.05,90.369,1.046,219.1,90.613,Normal,1,0,7,6,Synthetic historical data (statistically generated)
20/07/2025,B,1642,1.068,17.537,30.4,51.411,15.629,0.123,1590.589,89.12,5.71,1.908,202.99,726.123,12,1200,12,9.88,8,90.61,201.44,0.983,9.77,90.151,1.05,215.703,89.12,Normal,1,1,7,6,Synthetic historical data (statistically generated)
20/07/2025,C,1990,1.037,20.636,29.6,63.186,18.703,0.105,1926.814,90.63,6.62,1.933,244.32,722.13,10,1200,11,9.62,8,89.12,202.99,1.068,9.88,90.336,1.044,220.169,90.633,Soft,0,2,7,6,Synthetic historical data (statistically generated)
21/07/2025,A,1619,0.99,16.028,30.3,47.386,14.358,0.107,1571.614,89.58,6.2,1.67,226.61,729.102,11,1200,10,9.56,7,90.63,244.32,1.037,9.62,90.244,1.037,216.599,89.581,Normal,1,0,7,0,Synthetic historical data (statistically generated)
21/07/2025,B,1794,0.973,17.456,29.0,53.617,15.549,0.11,1740.383,89.08,7.54,1.907,260.22,723.809,11,1200,11,9.17,7,89.58,226.61,0.99,9.56,90.06,1.021,225.059,89.075,Normal,1,1,7,0,Synthetic historical data (statistically generated)
21/07/2025,C,1583,0.956,15.133,29.6,43.855,12.981,0.133,1539.145,85.78,5.87,2.152,202.45,728.865,10,1200,10,9.13,8,89.08,260.22,0.973,9.17,89.309,1.01,219.394,85.779,Hard,2,2,7,0,Synthetic historical data (statistically generated)
22/07/2025,A,1531,1.009,15.448,29.3,46.02,13.484,0.137,1484.98,87.29,5.98,1.964,216.81,724.947,12,1200,12,9.42,7,85.78,202.45,0.956,9.13,88.87,1.002,222.12,87.286,Hard,2,0,7,1,Synthetic historical data (statistically generated)
22/07/2025,B,1549,1.116,17.287,30.5,51.033,15.565,0.117,1497.967,90.04,6.65,1.722,223.27,722.631,11,1200,11,9.04,7,87.29,216.81,1.009,9.42,88.789,1.021,225.239,90.039,Normal,1,1,7,1,Synthetic historical data (statistically generated)
22/07/2025,C,1844,0.981,18.09,29.5,55.163,16.273,0.096,1788.837,89.96,6.42,1.817,260.31,724.701,11,1200,10,9.7,7,90.04,223.27,1.116,9.04,88.909,1.009,233.427,89.956,Normal,1,2,7,1,Synthetic historical data (statistically generated)
23/07/2025,A,1874,1.048,19.64,30.8,57.412,17.683,0.096,1816.588,90.04,7.17,1.957,237.33,724.888,11,1200,10,9.91,8,89.96,260.31,0.981,9.7,88.824,1.01,232.429,90.036,Normal,1,0,7,2,Synthetic historical data (statistically generated)
23/07/2025,B,1773,0.977,17.322,30.7,50.117,15.386,0.099,1722.883,88.82,5.53,1.936,249.38,720.65,12,1200,10,9.78,7,90.04,237.33,1.048,9.91,88.716,1.009,235.681,88.823,Normal,1,1,7,2,Synthetic historical data (statistically generated)
23/07/2025,C,1905,1.044,19.888,29.3,61.56,18.037,0.105,1843.44,90.69,7.82,1.851,240.0,726.649,12,1200,10,9.06,8,88.82,249.38,0.977,9.78,88.946,1.019,232.793,90.693,Normal,1,2,7,2,Synthetic historical data (statistically generated)
24/07/2025,A,1680,0.965,16.212,29.4,49.844,14.654,0.102,1630.156,90.39,7.01,1.558,233.52,723.204,12,1200,10,9.48,7,90.69,240.0,1.044,9.06,89.604,1.02,237.231,90.39,Normal,1,0,7,3,Synthetic historical data (statistically generated)
24/07/2025,B,1663,1.024,17.029,30.2,50.834,15.352,0.095,1612.166,90.15,5.81,1.677,237.68,729.742,11,1200,10,9.88,7,90.39,233.52,0.965,9.48,90.013,1.022,240.213,90.152,Normal,1,1,7,3,Synthetic historical data (statistically generated)
24/07/2025,C,1612,1.097,17.684,29.9,52.933,15.827,0.123,1559.067,89.5,7.34,1.857,203.14,726.016,12,1200,12,9.29,8,90.15,237.68,1.024,9.88,89.936,1.019,237.337,89.499,Normal,1,2,7,3,Synthetic historical data (statistically generated)
25/07/2025,A,1769,1.098,19.424,29.9,59.629,17.829,0.093,1709.371,91.79,7.75,1.595,246.07,729.027,10,1200,12,9.76,7,89.5,203.14,1.097,9.29,90.197,1.036,235.303,91.789,Normal,1,0,7,4,Synthetic historical data (statistically generated)
25/07/2025,B,1824,1.08,19.699,29.6,60.98,18.05,0.088,1763.02,91.63,7.53,1.649,230.71,729.593,12,1200,11,9.73,8,91.79,246.07,1.098,9.76,90.424,1.041,234.357,91.629,Normal,1,1,7,4,Synthetic historical data (statistically generated)
25/07/2025,C,1522,1.001,15.235,30.6,44.549,13.632,0.115,1477.451,89.48,6.51,1.603,218.57,723.529,11,1200,11,9.32,7,91.63,230.71,1.08,9.73,90.519,1.044,229.956,89.478,Normal,1,2,7,4,Synthetic historical data (statistically generated)
26/07/2025,A,1699,1.043,17.721,29.0,54.531,15.814,0.119,1644.469,89.24,7.15,1.907,248.15,723.815,12,1200,10,9.4,7,89.48,218.57,1.001,9.32,90.311,1.044,231.12,89.239,Normal,1,0,7,5,Synthetic historical data (statistically generated)
26/07/2025,B,1816,0.986,17.906,30.7,52.889,16.237,0.088,1763.111,90.68,5.97,1.669,255.86,724.973,10,1200,11,9.83,7,89.24,248.15,1.043,9.4,90.353,1.047,234.311,90.679,Normal,1,1,7,5,Synthetic historical data (statistically generated)
26/07/2025,C,1773,1.002,17.765,29.3,54.174,15.873,0.107,1718.826,89.35,6.74,1.892,251.06,729.53,12,1200,11,9.61,7,90.68,255.86,0.986,9.83,90.239,1.044,236.223,89.35,Normal,1,2,7,5,Synthetic historical data (statistically generated)
27/07/2025,A,1666,1.09,18.159,30.4,53.467,16.254,0.121,1612.533,89.51,7.66,1.905,210.55,721.218,10,1200,12,9.28,8,89.35,251.06,1.002,9.61,90.24,1.043,237.281,89.509,Normal,1,0,7,6,Synthetic historical data (statistically generated)
27/07/2025,B,1801,1.023,18.424,30.9,54.055,16.703,0.101,1746.945,90.66,6.89,1.721,264.15,729.101,11,1200,12,9.92,7,89.51,210.55,1.09,9.28,90.079,1.032,239.864,90.659,Normal,1,1,7,6,Synthetic historical data (statistically generated)
27/07/2025,C,1709,1.029,17.586,30.8,51.747,15.938,0.093,1657.253,90.63,7.7,1.648,247.19,728.133,10,1200,11,9.56,7,90.66,264.15,1.023,9.92,89.936,1.025,242.219,90.629,Normal,1,2,7,6,Synthetic historical data (statistically generated)
28/07/2025,A,1510,1.02,15.402,30.7,44.951,13.8,0.097,1465.049,89.6,6.12,1.602,183.85,721.932,11,1200,12,9.14,8,90.63,247.19,1.029,9.56,89.953,1.028,237.259,89.599,Normal,1,0,7,0,Synthetic historical data (statistically generated)
28/07/2025,B,1615,1.082,17.474,30.3,52.198,15.816,0.112,1562.802,90.51,6.99,1.658,207.41,723.142,12,1200,10,9.82,8,89.6,183.85,1.02,9.14,90.134,1.033,231.439,90.512,Normal,1,1,7,0,Synthetic historical data (statistically generated)
28/07/2025,C,1848,1.061,19.607,29.3,61.102,17.903,0.083,1786.898,91.31,7.13,1.704,227.51,727.006,10,1200,11,9.26,8,90.51,207.41,1.082,9.82,90.224,1.044,227.389,91.309,Normal,1,2,7,0,Synthetic historical data (statistically generated)
29/07/2025,A,1613,1.056,17.033,29.4,52.068,15.308,0.109,1560.932,89.87,6.21,1.725,202.29,727.585,10,1200,11,9.46,8,91.31,227.51,1.061,9.26,90.299,1.052,220.421,89.873,Normal,1,0,7,1,Synthetic historical data (statistically generated)
29/07/2025,B,1726,0.981,16.932,30.3,50.455,15.288,0.093,1675.545,90.29,6.32,1.644,214.05,727.205,12,1200,10,9.63,8,89.87,202.29,1.056,9.46,90.41,1.036,220.921,90.291,Normal,1,1,7,1,Synthetic historical data (statistically generated)
29/07/2025,C,1465,1.049,15.368,30.0,45.81,13.743,0.121,1419.19,89.43,6.09,1.625,212.08,724.967,10,1200,10,9.15,7,90.29,214.05,0.981,9.63,90.234,1.04,213.483,89.426,Normal,1,2,7,1,Synthetic historical data (statistically generated)
30/07/2025,A,1769,0.988,17.478,30.6,51.627,15.798,0.101,1717.373,90.39,6.62,1.68,219.81,724.164,11,1200,12,9.15,8,89.43,212.08,1.049,9.15,90.2,1.034,209.571,90.388,Normal,1,0,7,2,Synthetic historical data (statistically generated)
30/07/2025,B,1870,1.06,19.822,29.5,61.193,18.052,0.088,1808.807,91.07,7.68,1.77,259.97,722.255,10,1200,10,9.22,7,90.39,219.81,0.988,9.15,90.41,1.04,220.446,91.071,Normal,1,1,7,2,Synthetic historical data (statistically generated)
30/07/2025,C,1652,1.095,18.089,30.2,53.748,16.232,0.106,1598.252,89.73,6.96,1.857,206.4,726.971,12,1200,10,9.04,8,91.07,259.97,1.06,9.22,90.299,1.041,220.301,89.734,Normal,1,2,7,2,Synthetic historical data (statistically generated)
31/07/2025,A,1812,1.069,19.37,29.5,60.756,17.923,0.08,1751.244,92.53,6.47,1.447,257.26,720.073,12,1200,12,9.62,7,89.73,206.4,1.095,9.04,90.473,1.043,224.551,92.53,Soft,0,0,7,3,Synthetic historical data (statistically generated)
31/07/2025,B,1866,1.002,18.697,30.5,56.246,17.155,0.08,1809.754,91.75,5.78,1.542,227.92,720.288,12,1200,12,9.67,8,92.53,257.26,1.069,9.62,90.741,1.035,228.213,91.753,Normal,1,1,7,3,Synthetic historical data (statistically generated)
31/07/2025,C,1623,1.115,18.096,30.3,54.677,16.567,0.089,1568.323,91.55,7.73,1.529,206.93,728.867,11,1200,11,9.46,8,91.75,227.92,1.002,9.67,90.921,1.054,227.196,91.551,Normal,1,2,7,3,Synthetic historical data (statistically generated)
01/08/2025,A,1774,1.045,18.538,30.2,55.623,16.798,0.092,1718.377,90.61,6.73,1.74,217.84,723.886,11,1200,11,9.98,8,91.55,206.93,1.115,9.46,91.09,1.053,228.019,90.614,Normal,1,0,8,4,Synthetic historical data (statistically generated)
01/08/2025,B,1686,1.14,19.22,29.6,58.584,17.341,0.109,1627.416,90.22,6.92,1.879,246.41,726.193,10,1200,11,9.93,7,90.61,217.84,1.045,9.98,91.066,1.075,231.819,90.224,Normal,1,1,8,4,Synthetic historical data (statistically generated)
01/08/2025,C,1599,1.012,16.182,29.5,49.725,14.669,0.103,1549.275,90.65,7.72,1.513,194.79,720.224,10,1200,10,9.3,8,90.22,246.41,1.14,9.93,91.006,1.068,222.507,90.65,Normal,1,2,8,4,Synthetic historical data (statistically generated)
02/08/2025,A,1617,1.141,18.45,29.9,55.117,16.48,0.131,1561.883,89.32,7.24,1.97,236.27,721.746,10,1200,10,9.72,7,90.65,194.79,1.012,9.3,90.947,1.075,226.774,89.322,Normal,1,0,8,5,Synthetic historical data (statistically generated)
02/08/2025,B,1671,1.075,17.963,29.8,54.812,16.334,0.107,1616.188,90.93,6.94,1.629,232.49,720.299,11,1200,11,9.83,7,89.32,236.27,1.141,9.72,90.719,1.076,223.236,90.931,Normal,1,1,8,5,Synthetic historical data (statistically generated)
02/08/2025,C,1807,1.093,19.751,30.6,59.392,18.174,0.096,1747.608,92.02,5.61,1.577,221.85,726.712,10,1200,10,9.69,8,90.93,232.49,1.075,9.83,90.757,1.089,222.369,92.016,Soft,0,2,8,5,Synthetic historical data (statistically generated)
03/08/2025,A,1805,1.013,18.285,30.3,53.347,16.164,0.114,1751.653,88.4,6.88,2.121,254.55,723.673,11,1200,12,9.16,7,92.02,221.85,1.093,9.69,90.307,1.074,229.171,88.4,Normal,1,0,8,6,Synthetic historical data (statistically generated)
03/08/2025,B,1842,1.062,19.562,29.8,59.748,17.805,0.104,1782.252,91.02,5.72,1.757,236.93,721.476,12,1200,11,9.68,8,88.4,254.55,1.013,9.16,90.366,1.077,231.899,91.018,Normal,1,1,8,6,Synthetic historical data (statistically generated)
03/08/2025,C,1545,1.077,16.64,30.1,49.522,14.906,0.12,1495.478,89.58,5.9,1.734,225.88,729.183,12,1200,10,9.6,7,91.02,236.93,1.062,9.68,90.274,1.068,228.966,89.579,Normal,1,2,8,6,Synthetic historical data (statistically generated)
04/08/2025,A,1634,1.124,18.366,30.2,55.652,16.807,0.091,1578.348,91.51,6.88,1.559,237.96,729.905,12,1200,10,9.52,7,89.58,225.88,1.077,9.6,90.397,1.084,235.133,91.511,Normal,1,0,8,0,Synthetic historical data (statistically generated)
04/08/2025,B,1481,0.993,14.706,29.8,42.792,12.752,0.134,1438.208,86.71,7.37,1.954,187.7,725.485,11,1200,12,9.66,8,91.51,237.96,1.124,9.52,90.024,1.062,228.194,86.713,Hard,2,1,8,0,Synthetic historical data (statistically generated)
04/08/2025,C,1864,1.061,19.777,29.1,60.825,17.7,0.121,1803.175,89.5,6.1,2.077,269.74,729.693,10,1200,11,9.14,7,86.71,187.7,0.993,9.66,89.82,1.06,233.516,89.498,Normal,1,2,8,0,Synthetic historical data (statistically generated)
05/08/2025,A,1958,1.033,20.226,29.9,61.274,18.321,0.09,1896.726,90.58,7.86,1.905,271.6,722.071,12,1200,10,9.07,7,89.5,269.74,1.061,9.14,89.614,1.052,240.623,90.581,Normal,1,0,8,1,Synthetic historical data (statistically generated)
05/08/2025,B,1513,1.07,16.189,30.0,48.81,14.643,0.093,1464.19,90.45,6.3,1.546,188.31,724.784,12,1200,12,9.04,8,90.58,271.6,1.033,9.07,89.907,1.06,231.16,90.45,Normal,1,1,8,1,Synthetic historical data (statistically generated)
05/08/2025,C,1858,1.135,21.088,29.8,65.379,19.483,0.094,1792.621,92.39,7.4,1.605,264.2,728.806,12,1200,11,9.99,7,90.45,188.31,1.07,9.04,90.103,1.07,235.056,92.389,Soft,0,2,8,1,Synthetic historical data (statistically generated)
06/08/2025,A,1645,1.032,16.976,30.1,51.571,15.523,0.092,1593.429,91.44,6.63,1.453,234.36,722.414,11,1200,10,9.32,7,92.39,264.2,1.135,9.99,90.369,1.064,236.267,91.441,Normal,1,0,8,2,Synthetic historical data (statistically generated)
06/08/2025,B,1486,1.063,15.796,29.8,47.52,14.161,0.119,1438.48,89.65,7.13,1.635,217.83,725.021,11,1200,11,9.7,7,91.44,234.36,1.032,9.32,90.103,1.055,233.391,89.649,Normal,1,1,8,2,Synthetic historical data (statistically generated)
06/08/2025,C,1741,1.064,18.524,30.9,54.799,16.933,0.084,1686.201,91.41,6.71,1.591,222.24,726.011,11,1200,10,9.69,8,89.65,217.83,1.063,9.7,90.774,1.065,238.326,91.411,Soft,0,2,8,2,Synthetic historical data (statistically generated)
07/08/2025,A,1660,1.042,17.297,29.5,52.753,15.562,0.103,1607.247,89.97,7.25,1.735,201.82,723.401,12,1200,12,9.85,8,91.41,222.24,1.064,9.69,90.841,1.063,228.623,89.969,Normal,1,0,8,3,Synthetic historical data (statistically generated)
07/08/2025,B,1578,0.999,15.764,30.4,45.681,13.887,0.122,1532.319,88.09,5.77,1.877,224.59,726.989,10,1200,12,9.53,7,89.97,201.82,1.042,9.85,90.486,1.058,221.907,88.093,Normal,1,1,8,3,Synthetic historical data (statistically generated)
07/08/2025,C,1625,1.073,17.436,30.8,51.318,15.806,0.093,1573.682,90.65,5.9,1.63,207.73,724.746,12,1200,10,9.91,8,88.09,224.59,0.999,9.53,90.514,1.058,224.681,90.652,Normal,1,2,8,3,Synthetic historical data (statistically generated)
08/08/2025,A,1862,1.094,20.37,29.1,62.938,18.315,0.104,1799.062,89.91,6.25,2.055,232.44,726.563,12,1200,11,9.12,8,90.65,207.73,1.073,9.91,90.16,1.052,220.144,89.912,Normal,1,0,8,4,Synthetic historical data (statistically generated)
08/08/2025,B,1678,0.986,16.545,30.7,48.661,14.939,0.102,1629.339,90.29,5.97,1.606,210.83,728.804,10,1200,11,9.92,8,89.91,232.44,1.094,9.12,89.996,1.046,216.783,90.293,Normal,1,1,8,4,Synthetic historical data (statistically generated)
08/08/2025,C,1634,0.97,15.85,31.0,46.358,14.371,0.092,1587.642,90.67,6.12,1.479,228.47,725.099,10,1200,11,9.51,7,90.29,210.83,0.986,9.92,90.141,1.033,218.303,90.669,Normal,1,2,8,4,Synthetic historical data (statistically generated)
09/08/2025,A,1856,0.988,18.337,30.5,54.315,16.566,0.093,1801.685,90.34,6.62,1.771,269.16,723.205,11,1200,10,9.19,7,90.67,228.47,0.97,9.51,89.989,1.022,225.006,90.342,Normal,1,0,8,5,Synthetic historical data (statistically generated)
09/08/2025,B,1440,1.121,16.142,30.5,47.839,14.591,0.106,1392.161,90.39,5.58,1.551,181.58,721.573,12,1200,12,9.29,8,90.34,269.16,0.988,9.19,90.049,1.033,222.114,90.392,Normal,1,1,8,5,Synthetic historical data (statistically generated)
